Station Name,Address,City,Postal Code,Region,Country,Latitude,Longitude,Location Details,Category
"CALTEX LAVERTON NORTH","29-31 LITTLE BOUNDARY ROAD","LAVERTON NORTH","3026","VIC","AUSTRALIA",-37.8195,144.819,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX TORQUAY","55 GEELONG ROAD","TORQUAY","3228","VIC","AUSTRALIA",-38.3292,144.3165,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS MELTON SOUTH","1-9 STATION ROAD","MELTON SOUTH","3338","VIC","AUSTRALIA",-37.7027,144.5747,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX AVONDALE HEIGHTS","160 MILITARY ROAD","AVONDALE HEIGHTS","3034","VIC","AUSTRALIA",-37.7559,144.8597,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BENTLEIGH","58 PATTERSON ROAD","BENTLEIGH","3204","VIC","AUSTRALIA",-37.9256,145.033,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BRUNSWICK WEST MELVILLE","134-136 MELVILLE ROAD","BRUNSWICK WEST","3055","VIC","AUSTRALIA",-37.7597,144.945,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY BOX HILL","793-797 WHITEHORSE ROAD","BOX HILL","3127","VIC","AUSTRALIA",-37.8161,145.1109,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX","7 BRADFORD STREET","WODONGA","3690","VIC","AUSTRALIA",-36.1172,146.8972,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TRARALGON","6 SHAKESPEARE STREET","TRARALGON","3844","VIC","AUSTRALIA",-38.2005,146.5354,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"7 ELEVEN HOPPERS CROSSING","380 MORRIS ROAD","HOPPERS CROSSING","3029","VIC","AUSTRALIA",-37.8509,144.7068,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WAHGUNYAH","24 FOORD STREET","WAHGUNYAH","3687","VIC","AUSTRALIA",-36.0098,146.3943,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WURRUK","17 PRINCES HIGHWAY","WURRUK","3850","VIC","AUSTRALIA",-38.1121,147.042,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL CLUNES","7 SERVICE STREET","CLUNES","3370","VIC","AUSTRALIA",-37.2952,143.7867,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX FOREST HILL","260 CANTERBURY ROAD","FOREST HILL","3131","VIC","AUSTRALIA",-37.8343,145.1637,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BURNSIDE","970 WESTERN HIGHWAY","BURNSIDE","3023","VIC","AUSTRALIA",-37.7626,144.7569,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP ROCHESTER","22 RAMSAY STREET","ROCHESTER","3561","VIC","AUSTRALIA",-36.3603,144.6985,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL WHITFIELD","4883 WANGARATTA-WHITFIELD ROAD","WHITFIELD","3733","VIC","AUSTRALIA",-36.7639,146.4149,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX DANDENONG SOUTH","25 SOUTH GIPPSLAND HIGHWAY","DANDENONG SOUTH","3175","VIC","AUSTRALIA",-38.0027,145.227,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  SPRINGVALE SOUTH","580-582 SPRINGVALE ROAD","SPRINGVALE SOUTH","3172","VIC","AUSTRALIA",-37.9777,145.1467,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SUNSHINE NORTH","45 MCINTYRE ROAD","SUNSHINE NORTH","3020","VIC","AUSTRALIA",-37.773,144.8293,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"DINGLEY","277-283 CENTRE DANDENONG ROAD","DINGLEY","3172","VIC","AUSTRALIA",-37.9735,145.1207,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL BAIRNSDALE","390 MAIN STREET","BAIRNSDALE","3875","VIC","AUSTRALIA",-37.8284,147.6186,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NORTH ARM AUTO & MARINE","66 MARINE PARADE","LAKES ENTRANCE","3909","VIC","AUSTRALIA",-37.881,147.9772,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MULGRAVE","2223-2225 DANDENONG ROAD","MULGRAVE","3170","VIC","AUSTRALIA",-37.9278,145.1494,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX LILYDALE","346-348 MAIN STREET","LILYDALE","3140","VIC","AUSTRALIA",-37.7579,145.3552,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS KNOX PARK","1662 FERNTREE GULLY ROAD","KNOXFIELD","3180","VIC","AUSTRALIA",-37.8926,145.2574,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX HAMILTON","93 FRENCH STREET","HAMILTON","3300","VIC","AUSTRALIA",-37.7445,142.0258,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT SEAVIEW","2233 POINT NEPEAN ROAD","RYE","3941","VIC","AUSTRALIA",-38.3713,144.8275,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EUROKA","134 GEORGE STREET","MORWELL","3840","VIC","AUSTRALIA",-38.2391,146.3996,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"I & M SIMPSON & SON PTY LTD","25 AITKEN STREET","ALEXANDRA","3714","VIC","AUSTRALIA",-37.1875,145.7029,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX ROWVILLE","1180 STUD ROAD","ROWVILLE","3178","VIC","AUSTRALIA",-37.9261,145.2329,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP POULTONS GARAGE","70 MAIN ROAD","RIDDELLS CREEK","3431","VIC","AUSTRALIA",-37.4628,144.6758,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BENDIGO","68 CARPENTER STREET","BENDIGO","3550","VIC","AUSTRALIA",-36.7758,144.2849,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS DALTON ROAD","27 SPENCER STREET","THOMASTOWN","3074","VIC","AUSTRALIA",-37.6849,145.0286,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ARARAT","8475 WESTERN HIGHWAY","ARARAT","3377","VIC","AUSTRALIA",-37.3039,142.9857,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PRINCI MOTORS","273 MONBULK ROAD","SILVAN","3795","VIC","AUSTRALIA",-37.8255,145.4219,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX ECHUCA","102 ANNESLEY STREET","ECHUCA","3564","VIC","AUSTRALIA",-36.1331,144.7528,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CRAIGIEBURN","10 CRAIGIEBURN ROAD","CRAIGIEBURN","3064","VIC","AUSTRALIA",-37.5986,144.9407,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX COBRAM","74 BROADWAY STREET","COBRAM","3644","VIC","AUSTRALIA",-35.9164,145.6458,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  FERNTREE GULLY","855 BURWOOD HIGHWAY","FERNTREE GULLY","3156","VIC","AUSTRALIA",-37.8826,145.2784,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"R & P MATTHEWS PTY LTD","1155 RAGLAN PARADE","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.364,142.4582,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX COBURG","265 SYDNEY ROAD","COBURG","3058","VIC","AUSTRALIA",-37.7475,144.9652,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP STRATFORD","25 TYERS STREET","STRATFORD","3862","VIC","AUSTRALIA",-37.9681,147.0792,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS VERMONT SOUTH","485-493 BURWOOD HIGHWAY","VERMONT SOUTH","3133","VIC","AUSTRALIA",-37.8559,145.1814,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WENDOUREE","921 HOWITT STREET","WENDOUREE","3355","VIC","AUSTRALIA",-37.5417,143.8403,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP TAYLORS LAKES","25 MELTON HIGHWAY","TAYLORS LAKES","3038","VIC","AUSTRALIA",-37.7013,144.797,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DONCASTER EAST","1100 DONCASTER ROAD","DONCASTER EAST","3109","VIC","AUSTRALIA",-37.7903,145.1706,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX HILLSIDE","575 MELTON HIGHWAY","HILLSIDE","3037","VIC","AUSTRALIA",-37.694,144.7558,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS PENINSULA GATEWAY","231 FRANKSTON-FLINDERS ROAD","FRANKSTON SOUTH","3199","VIC","AUSTRALIA",-38.1744,145.14,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT EVERTON","2128 GREAT ALPINE ROAD","EVERTON","3678","VIC","AUSTRALIA",-36.4336,146.5423,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"JOHNSONS GARAGE","40 WESTERN ROAD","COHUNA","3568","VIC","AUSTRALIA",-35.8054,144.2094,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS FERNTREE GULLY","1140 BURWOOD HIGHWAY","FERNTREE GULLY","3156","VIC","AUSTRALIA",-37.891,145.3002,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TAMBO BP","1760 PRINCES HIGHWAY","JOHNSONVILLE","3902","VIC","AUSTRALIA",-37.8204,147.8314,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"HOPPERS CROSSING","1-15 HEATHS ROAD","HOPPERS CROSSING","3029","VIC","AUSTRALIA",-37.8801,144.7042,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ST ALBANS","151-157 KINGS ROAD","KINGS PARK","3021","VIC","AUSTRALIA",-37.728,144.7816,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"YARRA GLEN","6 BELL STREET","YARRA GLEN","3775","VIC","AUSTRALIA",-37.6593,145.3745,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WAHRING","9 MOSS ROAD","GOULBURN WEIR","3608","VIC","AUSTRALIA",-36.7077,145.1985,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX BAYSWATER","659 MOUNTAIN HIGHWAY","BAYSWATER","3153","VIC","AUSTRALIA",-37.8412,145.2622,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX COBURG NORTH","44 NEWLANDS ROAD","COBURG NORTH","3058","VIC","AUSTRALIA",-37.7314,144.972,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT CORRYONG","33 DONALDSON STREET","CORRYONG","3707","VIC","AUSTRALIA",-36.1931,147.9054,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ASCOT VALE","1 EPSOM ROAD","ASCOT VALE","3032","VIC","AUSTRALIA",-37.771,144.906,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TRARALGON EAST","327-333 PRINCES HIGHWAY","TRARALGON EAST","3844","VIC","AUSTRALIA",-38.1893,146.5665,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP ROOKSBY","417 CANTERBURY ROAD","VERMONT","3133","VIC","AUSTRALIA",-37.8363,145.1887,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX PASCOE VALE","566-570 BELL STREET","PASCOE VALE","3044","VIC","AUSTRALIA",-37.7378,144.937,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SUNBURY","25-29 HORNE STREET","SUNBURY","3429","VIC","AUSTRALIA",-37.5782,144.7276,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY WESTMEADOWS","227-231 MICKLEHAM ROAD","WESTMEADOWS","3049","VIC","AUSTRALIA",-37.6852,144.8822,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AMPOL LOWER PLENTY","49 MAIN ROAD","LOWER PLENTY","3093","VIC","AUSTRALIA",-37.7278,145.1115,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS EPPING","511 HIGH STREET","EPPING","3076","VIC","AUSTRALIA",-37.6592,145.0188,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLAC WEST","340 PRINCES HIGHWAY","COLAC WEST","3250","VIC","AUSTRALIA",-38.335,143.5537,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ECHUCA","200 OGILVIE AVENUE","ECHUCA","3564","VIC","AUSTRALIA",-36.1403,144.753,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL STAWELL","29 ARARAT ROAD","STAWELL","3380","VIC","AUSTRALIA",-37.0712,142.7726,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX KORUMBURRA","70 COMMERCIAL STREET","KORUMBURRA","3950","VIC","AUSTRALIA",-38.4311,145.8233,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WYNDHAM VALE","210 BALLAN ROAD","WYNDHAM VALE","3024","VIC","AUSTRALIA",-37.8919,144.6307,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DINGLEY","625 LOWER DANDENONG ROAD","DINGLEY VILLAGE","3172","VIC","AUSTRALIA",-37.99,145.1409,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX NUMURKAH","3221 GOULBURN VALLEY HIGHWAY","NUMURKAH","3636","VIC","AUSTRALIA",-36.0995,145.4311,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL BALLARAT","1 MELBOURNE ROAD","BALLARAT","3350","VIC","AUSTRALIA",-37.5568,143.8946,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP WOODEND","130 HIGH STREET","WOODEND","3442","VIC","AUSTRALIA",-37.3555,144.5296,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BENTLEIGH EAST","641-643 CENTRE ROAD","BENTLEIGH EAST","3165","VIC","AUSTRALIA",-37.9201,145.0523,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS GEELONG WEST","27 CHURCH STREET","GEELONG WEST","3218","VIC","AUSTRALIA",-38.1322,144.349,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"DIAMOND CREEK","52 CHUTE STREET","DIAMOND CREEK","3089","VIC","AUSTRALIA",-37.6734,145.1518,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL SALE","354-362 YORK STREET","SALE","3850","VIC","AUSTRALIA",-38.0989,147.0683,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EAST MELBOURNE","23-29 VICTORIA STREET","MELBOURNE","3000","VIC","AUSTRALIA",-37.8073,144.9669,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS NORLANE","458-468 MELBOURNE ROAD","NORLANE","3214","VIC","AUSTRALIA",-38.1,144.3545,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BRAESIDE","918-928 SPRINGVALE ROAD","BRAESIDE","3195","VIC","AUSTRALIA",-38.0098,145.1403,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT OUYEN","57 FARRELL STREET","OUYEN","3490","VIC","AUSTRALIA",-35.0639,142.3182,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP LAVERTON","15 FITZGERALD ROAD","LAVERTON NORTH","3026","VIC","AUSTRALIA",-37.8419,144.7816,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BERWICK","276 CLYDE ROAD","BERWICK","3806","VIC","AUSTRALIA",-38.0578,145.3382,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX DROMANA","109 POINT NEPEAN ROAD","DROMANA","3936","VIC","AUSTRALIA",-38.3301,144.9707,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX PORT CAMPBELL","30-32 LORD STREET","PORT CAMPBELL","3269","VIC","AUSTRALIA",-38.6198,142.9954,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"FRANKSTON","51 DAVEY STREET","FRANKSTON","3199","VIC","AUSTRALIA",-38.1473,145.1253,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KERANG","9511 MURRAY VALLEY HIGHWAY","KERANG","3579","VIC","AUSTRALIA",-35.751,143.9246,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX HUNTINGDALE","1337 NORTH ROAD","HUNTINGDALE","3166","VIC","AUSTRALIA",-37.9119,145.1093,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL SEYMOUR","37-39 EMILY STREET","SEYMOUR","3660","VIC","AUSTRALIA",-37.0204,145.1278,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KILMORE","127-145 POWLETT STREET","KILMORE","3764","VIC","AUSTRALIA",-37.3092,144.9494,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS LANGWARRIN","184 CRANBOURNE-FRANKSTON ROAD","LANGWARRIN","3910","VIC","AUSTRALIA",-38.1527,145.1905,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WARRAGUL","180 QUEEN STREET","WARRAGUL","3820","VIC","AUSTRALIA",-38.1672,145.946,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT TAWONGA SOUTH","233 KIEWA VALLEY HIGHWAY","TAWONGA SOUTH","3698","VIC","AUSTRALIA",-36.7379,147.1606,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"GLEN WAVERLEY","726-730 WAVERLEY ROAD","GLEN WAVERLEY","3150","VIC","AUSTRALIA",-37.8893,145.1646,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MURRAY GOULBURN MYRTLEFORD","17 MYRTLE STREET","MYRTLEFORD","3737","VIC","AUSTRALIA",-36.5686,146.7301,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CHADSTONE","609 WAVERLEY ROAD","CHADSTONE","3145","VIC","AUSTRALIA",-37.877,145.086,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX COLERAINE","42 WHYTE STREET","COLERAINE","3315","VIC","AUSTRALIA",-37.5984,141.6959,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CAMPERDOWN","4 THORNTON STREET","CAMPERDOWN","3260","VIC","AUSTRALIA",-38.2276,143.1464,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BAIRNSDALE","432 MAIN STREET","BAIRNSDALE","3875","VIC","AUSTRALIA",-37.8292,147.6149,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"EAST WERRIBEE","125 BALLAN ROAD","WERRIBEE","3024","VIC","AUSTRALIA",-37.893,144.6303,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"UPWEY","1441 BURWOOD HIGHWAY","UPWEY","3158","VIC","AUSTRALIA",-37.9019,145.3302,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX KILSYTH","92-94 CANTERBURY ROAD","KILSYTH","3137","VIC","AUSTRALIA",-37.8185,145.3175,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL SWAN HILL","1-9 BEVERIDGE STREET","SWAN HILL","3585","VIC","AUSTRALIA",-35.3343,143.5571,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"REDESDALE STORE","2609 KYNETON-REDESDALE ROAD","REDESDALE","3444","VIC","AUSTRALIA",-37.0247,144.5309,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP OAKLEIGH","1400 DANDENONG ROAD","OAKLEIGH","3166","VIC","AUSTRALIA",-37.8936,145.0899,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL PORTLAND","615 HENTY HIGHWAY","PORTLAND","3305","VIC","AUSTRALIA",-38.3214,141.5962,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP GRANTVILLE","1514 BASS HIGHWAY","GRANTVILLE","3984","VIC","AUSTRALIA",-38.4077,145.5296,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL NAPOLEONS","4760 COLAC-BALLARAT ROAD","NAPOLEONS","3352","VIC","AUSTRALIA",-37.6758,143.8303,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
